Id,kepid,kepoi_name,koi_period
5201,6780367,K07789.01,175.358905
5202,10281221,K03913.01,0.582895412
5203,6525946,K02093.03,0.496069986
5204,5471496,K03914.01,12.42618005
5205,4544620,K03915.01,2.189090653
5206,5784777,K03916.01,5.33905606
5207,6949061,K01960.02,23.2218115
5208,9719636,K03686.01,3.351573993
5209,2452440,K03687.01,8.097050622
5210,5020034,K03688.01,2.119107262
5211,7017372,K03689.01,5.24088367
5212,7102316,K02028.03,142.545
5213,11518142,K03762.01,240.7990472
5214,3114667,K03763.01,0.888584158
5215,12109845,K03765.01,0.865959015
5216,8651551,K03841.01,1.527491117
5217,9532637,K03842.01,0.61496383
5218,5305451,K03843.01,161.253747
5219,7174349,K03844.01,2.974163938
5220,11824218,K03845.01,15.84131693
5221,3128552,K02055.04,6.13074243
5222,10788461,K03925.01,9.2075634
5223,10788461,K03925.02,2.5903958
5224,10788461,K03925.03,5.3235335
5225,11667548,K03926.01,0.831741499
5226,8868649,K03927.01,4.44737112
5227,9715939,K03690.01,12.89301802
5228,4751083,K03691.01,4.532416322
5229,4751083,K03691.02,2.26631937
5230,5903301,K03692.01,1.160153553
5231,7695087,K03693.01,4.032760214
5232,8323764,K03767.01,6.714247798
5233,7013923,K07801.01,2.21396079
5234,5360082,K03768.01,11.35501209
5235,6543683,K03769.01,1.195515251
5236,5008245,K03770.01,2.60720833
5237,10555365,K03771.01,5.80184753
5238,5481426,K03772.01,2.38404983
5239,7983756,K03846.01,5.24078259
5240,7289165,K03847.01,5.26641416
5241,12784167,K03848.01,1.847892736
5242,8949316,K03849.01,0.604358764
5243,8912730,K03850.01,11.3775281
5244,9784230,K03851.01,0.7981968
5245,11466960,K03917.01,0.695954898
5246,3124420,K03918.01,0.948951607
5247,4649440,K03919.01,19.37070781
5248,2437488,K03920.01,14.46993942
5249,10083623,K03921.01,1.278555003
5250,11253711,K01972.02,1.226223959
5251,8043052,K03695.01,2.244600029
5252,5435816,K03696.01,181.8521773
5253,8559589,K03697.01,223.1127475
5254,4372765,K03698.01,15.64064161
5255,9489524,K02029.03,6.8873113
5256,10268903,K03773.01,1.103978
5257,7017437,K07802.01,43.8496474
5258,7220320,K03775.01,0.752158047
5259,9291378,K03776.01,3.796488133
5260,4075067,K03777.01,17.7476059
5261,4949524,K03852.01,1.233076007
5262,6531143,K07784.01,19.4444573
5263,3550434,K03854.01,1.1910489
5264,2558370,K03855.01,0.546248198
5265,12301181,K02059.02,2.18565886
5266,5397166,K03856.01,1.811966339
5267,7024530,K03922.01,66.1539783
5268,5015459,K03923.01,158.3226379
5269,11709124,K00435.04,3.93276627
5270,8505920,K02094.02,198.680859
5271,1433980,K03924.01,1.592634161
5272,2438490,K03699.01,3.31577795
5273,3838496,K03700.01,2.990252395
5274,6470521,K03701.01,2.08043378
5275,2449090,K03702.01,4.944046127
5276,5652260,K03703.01,4.464565251
5277,2569494,K03704.01,1.523298835
5278,12405950,K03778.01,3.539631353
5279,5206233,K03779.01,6.195861785
5280,7031066,K07803.01,0.566805514
5281,6775985,K03780.01,27.961084
5282,11357192,K03782.01,186.5168116
5283,9533489,K03783.01,197.1455327
5284,11825057,K03857.01,0.532087933
5285,12306699,K03858.01,3.204222652
5286,9692336,K03859.01,0.687898282
5287,9641008,K03860.01,2.178154774
5288,8588377,K03861.01,0.99466172
5289,3644601,K03862.01,359.00688
5290,4242692,K03928.01,1.138548215
5291,8781480,K03929.01,121.0598037
5292,6783732,K07790.01,0.721335207
5293,11607176,K03930.01,3.28274272
5294,10661718,K03931.01,1.231361934
5295,6105462,K02098.02,89.7224125
5296,8257205,K01986.02,7.12766417
5297,6470516,K03705.01,2.080431782
5298,6891124,K07796.01,3.52364689
5299,7770471,K03706.01,1.157804607
5300,5130380,K03707.01,19.979098
5301,6314173,K03708.01,1.433262401
5302,5688997,K03784.01,23.8706941
5303,9489524,K02029.04,4.78850084
5304,7031340,K07804.01,0.566769068
5305,4073730,K03785.01,6.2820426
5306,2854948,K03786.01,0.97430309
5307,7813039,K03787.01,141.7340306
5308,3644601,K03862.02,119.686505
5309,8459354,K03863.01,53.556625
5310,4164922,K03864.01,1.210693626
5311,12061969,K02061.02,1.090011003
5312,4164922,K03864.02,18.2572722
5313,10328393,K01905.03,34.2115022
5314,10259029,K03630.01,7.061149921
5315,8299947,K03631.01,2.682767439
5316,3335813,K03632.01,3.711012492
5317,11858741,K03633.01,1.780982447
5318,6363494,K03634.01,1.815632406
5319,2576107,K03709.01,205.5833309
5320,9532421,K03710.01,4.309067482
5321,6936966,K07797.01,36.4721523
5322,5653849,K03711.01,111.0396205
5323,2437060,K03712.01,3.187087241
5324,8127648,K03713.01,1.023470248
5325,9405541,K03788.01,5.55260695
5326,8906045,K03789.01,2.347479696
5327,7031638,K07805.01,1.13353095
5328,7296094,K03790.01,0.890745373
5329,5437945,K03791.01,440.7843755
5330,12009347,K03792.01,2.723858181
5331,4037163,K03793.01,0.635441862
5332,5535890,K03865.01,3.255189932
5333,5215980,K03866.01,2.531140101
5334,9353742,K03867.01,0.938750221
5335,9178185,K03868.01,2.992704682
5336,6290382,K03869.01,6.12810722
5337,3327992,K03635.01,2.115511511
5338,5649206,K03636.01,2.446736567
5339,5193384,K03637.01,21.3779536
5340,5181804,K03638.01,4.350460215
5341,10491544,K03639.01,22.77194512
5342,9101496,K01915.02,67.844689
5343,11450414,K01992.02,27.3214242
5344,4937143,K03715.01,9.84883968
5345,8719324,K03716.01,10.23335969
5346,11241814,K03717.01,227.6625222
5347,5036537,K03718.01,1.06100873
5348,9837083,K03719.01,0.623393802
5349,12557548,K03794.01,0.65355361
5350,3657758,K02034.02,2.3702932
5351,3338660,K03795.01,1.873380717
5352,3338674,K03796.01,1.87337894
5353,5546277,K03797.01,7.50023955
5354,9752982,K03871.01,0.716709897
5355,4666008,K03872.01,2.248063246
5356,8430105,K03873.01,63.3278636
5357,9517393,K02076.02,219.3215562
5358,8052474,K03640.01,245.4382021
5359,3534118,K03641.01,178.4129899
5360,3534118,K03641.02,178.44973
5361,2441161,K03642.01,2.192004364
5362,3231120,K03643.01,3.900109346
5363,12216706,K03644.01,1.471060209
5364,12216706,K03644.02,0.73553763
5365,10735331,K03720.01,213.3990406
5366,7763269,K03721.01,6.40802979
5367,8365739,K03722.01,2.38920105
5368,5471606,K03723.01,0.962835804
5369,11200405,K03724.01,4.639602084
5370,5475736,K03798.01,2.991885335
5371,9049673,K03799.01,1.327471395
5372,7031898,K07807.01,0.566792595
5373,9593759,K03800.01,1.247156944
5374,8827930,K03801.01,288.3128666
5375,5020044,K03802.01,2.119100054
5376,11560037,K03874.01,1.466535757
5377,6547322,K07786.01,1.49131759
5378,3440118,K03876.01,19.57783279
5379,9159265,K03877.01,3.04476607
5380,4472818,K03878.01,70.9672087
5381,5816806,K03645.01,4.45543346
5382,6531496,K03646.01,14.32388995
5383,6790592,K07791.01,106.18732
5384,9411166,K01922.03,105.6552651
5385,3097352,K03648.01,4.029803201
5386,6066379,K03649.01,1.303858554
5387,6508221,K00416.03,9.74765878
5388,12154526,K02004.02,3.18899015
5389,6952971,K07798.01,309.89103
5390,3459199,K03725.01,1.570518376
5391,6973796,K03726.01,115.9943364
5392,12023089,K03727.01,0.623441636
5393,6286155,K03803.01,14.5417471
5394,7831363,K03804.01,2.81753381
5395,4663185,K03805.01,56.6993107
5396,5305471,K03806.01,161.252247
5397,5560830,K03879.01,0.867719291
5398,4147444,K03880.01,1.803697292
5399,8211824,K03881.01,0.84112187
5400,5980800,K03882.01,0.828326025
5401,9592850,K03883.01,1.219324537
5402,6227560,K03650.01,2.401751509
5403,5866104,K03651.01,36.97709537
5404,8256044,K03652.01,16.37188364
5405,8780968,K03653.01,2.617284592
5406,6960446,K03654.01,10.14873521
5407,8264097,K03655.01,2.897436854
5408,7515679,K03728.01,5.546083089
5409,9674592,K03729.01,6.87366398
5410,9674592,K03729.02,6.87366412
5411,10879213,K03730.01,0.668483494
5412,5650314,K03731.01,1.070272827
5413,6962901,K07799.01,0.977170246
5414,8302302,K03732.01,1.135930136
5415,10581918,K03807.01,1.801863222
5416,3851949,K03808.01,54.77145968
5417,9097892,K03809.01,1.674690886
5418,5769943,K03810.01,1.013774136
5419,2994092,K06301.01,50.271927
5420,4638237,K03811.01,290.1401717
5421,9351316,K02078.02,161.515617
5422,4579313,K03884.01,2.112405306
5423,11614528,K03885.01,1.870990236
5424,8848288,K03886.01,5.56648691
5425,6590307,K07787.01,1.33253834
5426,5308419,K03887.01,1.241483276
5427,6312521,K03656.01,3.01551943
5428,4579321,K03657.01,2.112395777
5429,5202905,K01932.02,14.8444836
5430,1575690,K03658.01,2.252417903
5431,3339538,K06326.01,14.65801395
5432,4386047,K03659.01,2.900613144
5433,5103998,K03660.01,174.7697122
5434,9655858,K03733.01,31.43284649
5435,12154526,K02004.03,1.72110057
5436,10275880,K03734.01,9.72675447
5437,2166200,K03735.01,8.096939227
5438,3547315,K03736.01,0.64234865
5439,6933781,K03737.01,130.4194187
5440,6148271,K03812.01,1.78526527
5441,5386904,K03813.01,4.8591441
5442,2997178,K03814.01,5.95077813
5443,8956206,K02048.02,99.673478
5444,6507433,K03815.01,4.7425521
5445,8260198,K03888.01,0.955297055
5446,10733174,K03889.01,280.476576
5447,8564976,K03890.01,152.8255989
5448,11760860,K03892.01,2.41660149
5449,7910148,K03661.01,4.252082243
5450,12459731,K03662.01,14.18022831
5451,12735740,K03663.01,282.5253558
5452,4678875,K03664.01,1.87887673
5453,7812175,K03665.01,17.79391159
5454,7708193,K03666.01,7.942583252
5455,5478083,K03738.01,15.85231085
5456,10857342,K03739.01,2.415925551
5457,5215700,K03740.01,0.656201038
5458,8780959,K03741.01,2.617280959
5459,8780959,K03741.02,18.577903
5460,5565486,K03742.01,1.412524016
5461,8453214,K01776.01,5.77676732
5462,8552719,K01792.01,88.40678718
5463,8556077,K02027.01,3.635723653
5464,8625821,K01859.01,45.3968385
5465,8652999,K01953.01,15.160166
5466,12164770,K02088.01,2.63009438
5467,9541322,K02089.01,9.40527028
5468,10470616,K02112.01,4.15713766
5469,10362031,K02118.01,3.2136904
5470,6373680,K02127.01,2.87066026
5471,10963242,K01312.02,31.24611088
5472,9150827,K01408.02,82.37208458
5473,9957351,K03964.01,0.991105114
5474,5385575,K03965.01,12.42558039
5475,3732035,K03966.01,138.944022
5476,5385697,K03967.01,12.4260454
5477,5385697,K03967.02,12.4260002
5478,5008501,K01666.01,0.968026356
5479,5015913,K01667.01,1.179969562
5480,5103942,K01668.01,10.10176739
5481,5184709,K01670.01,10.57910009
5482,5195172,K01671.01,1.480283464
5483,8678664,K01782.01,15.42040937
5484,8832512,K01821.01,9.97682072
5485,8892721,K01844.01,61.4913415
5486,7778664,K07849.01,5.0263815
5487,9042357,K01993.01,16.00351679
5488,9115681,K01865.01,1.86390886
5489,10481045,K02320.01,2.03743942
5490,8107034,K02322.01,332.74984
5491,3962751,K02326.01,45.60304785
5492,8582291,K02330.01,2.4681015
5493,5110683,K02334.01,12.53449909
5494,7967861,K02349.01,215.15218
5495,8179325,K02359.01,3.17275711
5496,5211199,K02158.02,6.68231249
5497,5475494,K03969.01,0.73619448
5498,9412445,K03970.01,10.18670759
5499,7866914,K03971.01,365.994154
5500,6057684,K03972.01,0.54028956
5501,5271608,K01673.01,2.49047468
5502,5357470,K01674.01,2.17257963
5503,5443775,K01676.01,3.307669761
5504,5527172,K01678.01,3.183961388
5505,5529643,K01679.01,0.759766456
5506,9366989,K01785.01,1.219034472
5507,9468717,K01954.01,7.37339245
5508,9528420,K01742.01,4.70847097
5509,7834712,K07850.01,66.119119
5510,9574614,K01745.01,0.982090079
5511,9674608,K01795.01,2.972047661
5512,8495415,K02362.01,2.237180102
5513,10341905,K02391.01,0.93374232
5514,10336927,K02394.01,134.76309
5515,12115188,K02396.01,0.495434094
5516,9850957,K02446.01,8.48031302
5517,12470954,K00439.02,5.40534383
5518,8189801,K02480.01,0.66682654
5519,11568224,K03973.01,0.882131829
5520,7938883,K03974.01,0.489682339
5521,9280239,K03975.01,364.751562
5522,4544571,K03976.01,2.189098506
5523,3245661,K03977.01,0.7088055
5524,5618071,K01682.01,88.821421
5525,6312534,K01689.01,1.507761203
5526,6470917,K01690.01,1.506019633
5527,7431709,K07838.01,0.572513875
5528,6611330,K01691.01,35.14578122
5529,6699368,K01694.01,3.690317047
5530,9886255,K01846.01,105.9566815
5531,9973855,K01966.01,2.95600563
5532,10019399,K01796.01,11.80570754
5533,7841368,K07851.01,25.3710555
5534,10028352,K01957.01,1.38680229
5535,10031707,K01827.01,8.58966893
5536,10092312,K01823.01,4.468456599
5537,10407054,K02500.01,0.933754669
5538,10880007,K02502.01,86.79876649
5539,8418129,K02515.01,164.5750675
5540,6525185,K02568.01,1.71030803
5541,10812504,K02570.01,79.9201319
5542,8107115,K02575.01,199.3113
5543,10663411,K02584.01,157.82131
5544,10090219,K03978.01,2.28612573
5545,9205938,K02162.02,199.66876
5546,3440230,K06334.01,2.881100027
5547,9899217,K03979.01,1.33254971
5548,6750902,K03980.01,0.469334634
5549,5895588,K03981.01,0.849277809
5550,6803855,K01695.01,71.4523167
5551,6891366,K01696.01,1.752564549
5552,6891637,K01697.01,1.752553762
5553,6975615,K01698.01,2.065351521
5554,7137725,K01699.01,2.253551793
5555,10153855,K01981.01,1.06378861
5556,10230571,K01926.01,123.1149477
5557,10294613,K01896.01,1.854493861
5558,10491044,K01763.01,2.1990638
5559,10614012,K01807.01,132.1331011
5560,10616415,K01999.01,1.120646438
5561,6525193,K02653.01,1.710279417
5562,6866251,K02661.01,65.238281
5563,7117710,K07817.01,0.56679641
5564,7762723,K02663.01,9.88736642
5565,4178606,K02728.01,42.3520039
5566,5980208,K02742.01,0.789160884
5567,5303557,K03982.01,2.399081606
5568,10227863,K03983.01,5.14072621
5569,7281668,K07829.01,0.566798545
5570,8036287,K03984.01,1.44445234
5571,9602562,K03985.01,3.55653637
5572,10668665,K03986.01,9.60853601
5573,10407020,K03987.01,0.933747751
5574,7380829,K01703.01,3.17463577
5575,7470491,K07840.01,0.902222843
5576,7768952,K01709.01,22.4685309
5577,8162790,K01712.01,10.16104834
5578,9655129,K01714.01,2.743978797
5579,9899483,K01719.01,1.332561398
5580,10917681,K01963.01,12.89623554
5581,7882360,K07853.01,364.14397
5582,10965740,K01887.01,21.78769087
5583,11187436,K01804.01,5.90741476
5584,11285136,K01774.01,2.368173896
5585,11298815,K02015.01,5.73865933
5586,11342573,K01771.01,91.05641908
5587,9823519,K02793.01,4.49686066
5588,11246161,K02796.01,0.5374094
5589,7047824,K02806.01,24.7543849
5590,4479633,K02814.01,0.475068516
5591,4952341,K02818.01,1.79683793
5592,8176019,K02843.01,187.5125128
5593,5385491,K03988.01,12.425484
5594,11358389,K02163.02,17.7838298
5595,5551504,K03989.01,1.204529346
5596,6421503,K03990.01,2.15839583
5597,7538434,K07841.01,371.1495
5598,10487119,K01635.01,3.374684854
5599,10621666,K01636.01,2.61841046
5600,10747439,K01638.01,4.593594819
5601,10749128,K01639.01,125.0426
5602,10813841,K01640.01,6.17039154
5603,12253474,K01947.01,6.422943288
5604,12691412,K01983.01,6.90522317
5605,5024482,K02041.01,1.5259105
5606,8175131,K02139.01,4.27121961
5607,3764879,K02141.01,1.306984786
5608,5513897,K02591.01,0.755109106
5609,10664416,K02599.01,25.3239215
5610,9602613,K02612.01,4.61225043
5611,5807769,K02614.01,7.99022379
5612,11495766,K02630.01,4.1749166
5613,7282154,K07830.01,0.56678694
5614,3228988,K03992.01,0.73094701
5615,2970804,K03993.01,0.686994057
5616,7552701,K03994.01,1.324247867
5617,7418173,K03995.01,0.780632043
5618,3228804,K03996.01,0.730947169
5619,11045383,K01645.01,41.16676097
5620,11391667,K01652.01,1.083736642
5621,11392017,K01653.01,2.45570369
5622,3446451,K01735.01,0.64234875
5623,6603756,K01729.01,5.204286663
5624,8460600,K01730.01,6.352090869
5625,12121470,K02142.01,1.877350712
5626,3327993,K02157.01,2.11552348
5627,5467124,K02161.01,2.84573962
5628,7906739,K02165.01,7.01476115
5629,8501062,K02176.01,24.40213373
5630,7199644,K07821.01,1.13357304
5631,11966253,K02772.01,0.643468999
5632,10275805,K02782.01,112.645961
5633,5709889,K02783.01,0.526887517
5634,3119256,K02784.01,4.14244748
5635,2442359,K03997.01,0.552834211
5636,7707742,K03998.01,0.758354475
5637,6041734,K02167.03,76.5369531
5638,2010191,K03999.01,3.43525124
5639,5471675,K04000.01,0.962828092
5640,7601665,K07842.01,3.11141514
5641,8845574,K01734.01,1.878156188
5642,2021440,K01987.01,7.81153999
5643,3122985,K01949.01,0.993488979
5644,3248019,K01759.01,1.334104585
5645,3328026,K01994.01,2.115498574
5646,2014991,K02178.01,6.49676881
5647,12885212,K02184.01,2.057499811
5648,5894073,K02187.01,10.5856758
5649,10518424,K02188.01,2.69633621
5650,4245933,K02190.01,11.2580745
5651,12935144,K02847.01,1.099291188
5652,6185496,K02858.01,0.47462889
5653,9149789,K02874.01,0.352515897
5654,12170648,K02875.01,0.299697755
5655,7051984,K02879.01,0.339069751
5656,9851943,K04001.01,1.081935491
5657,5773121,K04002.01,0.524175803
5658,2708420,K04003.01,1.89129881
5659,4814502,K04004.01,4.94330596
5660,8142787,K04005.01,178.139072
5661,7613620,K07843.01,0.619023176
5662,3345675,K01772.01,120.003364
5663,3654950,K01766.01,4.067371428
5664,3836453,K01903.01,1.540395781
5665,3952651,K01912.01,32.9045733
5666,3966262,K01811.01,2.46353343
5667,4144231,K01791.01,22.91339043
5668,9964670,K02192.01,1.541350116
5669,6209798,K02196.01,1.205412526
5670,6525249,K02197.01,1.710316235
5671,11075429,K02198.01,23.9210408
5672,11705004,K02199.01,9.03326435
5673,6137681,K03932.01,356.535835
5674,11244682,K03933.01,3.490785878
5675,9655419,K03934.01,1.92149487
5676,5895158,K03935.01,1.093665854
5677,4947556,K03936.01,141.608555
5678,7287028,K07832.01,3.6092231
5679,5471690,K04006.01,12.4247333
5680,8376848,K04007.01,11.4927112
5681,5350447,K04008.01,70.7511986
5682,4173026,K02172.02,116.583183
5683,8934103,K04009.01,175.13892
5684,7618364,K07844.01,1.302061421
5685,4150390,K01768.01,55.25178622
5686,4851464,K01757.01,5.548250634
5687,4913000,K01775.01,4.442520831
5688,4945877,K01936.01,1.339670241
5689,5110423,K01777.01,2.685223546
5690,2581191,K02203.01,1.99042642
5691,7379385,K02207.01,67.230028
5692,6199702,K02211.01,0.805259637
5693,6307083,K02050.01,75.3787816
5694,6780158,K02231.01,2.464160779
5695,4947556,K03936.02,13.0267964
5696,7362696,K03937.01,4.93129874
5697,3865595,K03938.01,5.59187448
5698,9593528,K03939.01,1.88665445
5699,5195945,K03940.01,14.53682228
5700,5288577,K04010.01,1.72853003
5701,11969988,K04011.01,2.19068738
5702,8483258,K04012.01,372.16478
5703,4832225,K04013.01,0.947730124
5704,9009953,K04014.01,234.240739
5705,7664272,K07845.01,341.01495
5706,5302006,K01755.01,6.14631207
5707,5306720,K01991.01,27.36432337
5708,5389540,K01836.01,10.26231992
5709,5444384,K01778.01,1.519529227
5710,5450814,K01780.01,6.487525901
5711,9635510,K02234.01,2.35197616
5712,8076630,K02235.01,0.861643331
5713,4077901,K02239.01,12.1097626
5714,10271691,K02240.01,63.909601
5715,10544677,K02244.01,19.7352868
5716,7199883,K07824.01,0.566799125
5717,9904006,K02135.02,20.1890396
5718,8552587,K03941.01,1.061935973
5719,6019872,K03942.01,1.485898163
5720,7679812,K03943.01,38.5763483
5721,4864734,K03944.01,1.845610523
5722,8282846,K04015.01,133.303247
5723,5938970,K04016.01,125.4132302
5724,8381693,K04017.01,21.5702917
5725,4929299,K04018.01,0.868723418
5726,7375348,K00266.01,25.30893566
5727,10223615,K00065.01,27.25471993
5728,3342463,K00383.01,34.10787519
5729,6680177,K00860.01,16.61474421
5730,5565497,K01789.01,1.412526202
5731,5730389,K01956.01,2.759573341
5732,5802478,K01834.01,3.79188234
5733,5942093,K01995.01,14.38724729
5734,5992270,K01855.01,58.4302648
5735,7117126,K07814.01,0.566717263
5736,4761060,K02249.01,13.37935853
5737,5479802,K02251.01,13.26255423
5738,5607631,K02254.01,20.5696575
5739,4951249,K02258.01,4.52342256
5740,3121340,K03945.01,0.723947772
5741,8636434,K03946.01,308.544422
5742,5952366,K03947.01,0.905679492
5743,5952366,K03947.02,22.735911
5744,6045250,K03948.01,0.909310626
5745,5598595,K03949.01,0.648774274
5746,6681233,K00562.01,32.63286247
5747,7296438,K00364.01,173.9285134
5748,7351237,K00879.01,25.64384513
5749,7436215,K00885.01,25.58546721
5750,9763754,K00589.01,17.47702
5751,10216045,K00594.01,16.88954693
5752,8846163,K00962.01,26.77891391
5753,12366681,K00973.01,13.33386985
5754,1996399,K01026.01,94.10628163
5755,2697169,K01027.01,14.71266408
5756,8435247,K01131.01,0.696125302
5757,8332986,K01137.01,302.3886782
5758,9425139,K01411.01,305.0762469
5759,6364327,K01744.01,5.24372504
5760,6762829,K01740.01,18.7952698
5761,7369865,K01918.01,42.2625935
5762,7593110,K01748.01,3.549386251
5763,7810483,K01943.01,29.92208104
5764,7117147,K07815.01,0.566812588
5765,6634133,K02262.01,9.94221873
5766,7021534,K02267.01,9.06557317
5767,9277210,K02268.01,4.9432827
5768,9728465,K02270.01,7.35390869
5769,7124026,K02275.01,15.7455586
5770,7200485,K07825.01,0.566796615
5771,9904006,K02135.03,8.48651582
5772,4544572,K03950.01,2.189092892
5773,5738634,K03951.01,2.40435335
5774,10152836,K03952.01,220.9290121
5775,10651816,K03953.01,3.1877519
5776,6964043,K01351.01,10.72396374
5777,3644523,K01195.01,119.67747
5778,11909686,K01483.01,185.9526325
5779,6678383,K00111.04,103.6265092
5780,12644769,K01611.01,41.07759033
5781,7671950,K07846.01,10.5994606
5782,7918172,K01817.01,63.934965
5783,8009496,K01869.01,38.4769457
5784,8081187,K01951.01,37.3228722
5785,8111919,K02030.01,1.664980224
5786,8127586,K01752.01,16.6094904
5787,7117485,K07816.01,0.566789505
5788,2860793,K02277.01,2.62982665
5789,3851130,K02284.01,2.69787749
5790,7257363,K02292.01,5.23340265
5791,11922722,K02301.01,3.51289168
5792,12061969,K02061.01,14.09258319
5793,7203326,K07826.01,9.087508013
5794,8030339,K03954.01,0.65244373
5795,9899414,K03955.01,1.332564704
5796,5471059,K03956.01,2.636899795
5797,7458309,K03957.01,0.660629055
5798,7777372,K03958.01,0.885123683
5799,7377200,K07836.01,471.65421
5800,6312314,K01625.01,1.221204888
5801,6387969,K01617.01,135.9079575
5802,6468337,K01620.01,0.959853772
5803,9084778,K01631.01,0.592243731
5804,10357040,K01634.01,46.882525
5805,10514429,K01614.01,20.7191626
5806,7747103,K07847.01,399.37587
5807,8127607,K01919.01,16.60973843
5808,8129042,K01743.01,54.323118
5809,8180020,K01741.01,5.803127153
5810,8223328,K01767.01,35.51619219
5811,8444552,K01769.01,0.589049151
5812,6342333,K02065.01,80.2321467
5813,10674871,K02068.01,41.88970036
5814,6032517,K02070.01,1.791406261
5815,4768846,K02077.01,1.25483232
5816,8260234,K02085.01,5.71483873
5817,7210749,K07828.01,17.5859472
5818,9282769,K03959.01,1.332567005
5819,10404582,K02147.02,10.32736351
5820,7777416,K03960.01,2.54557259
5821,7597005,K03961.01,0.704541784
5822,5479717,K03962.01,0.697996932
5823,11392618,K01623.01,110.9215892
5824,4474645,K01657.01,3.88673217
5825,4570949,K01658.01,1.544928892
5826,4927315,K01663.01,11.76921923
5827,4928119,K01664.01,44.63898306
5828,11518201,K03104.01,1.236866732
5829,10861608,K03118.01,174.9598048
5830,10934313,K03121.01,1.926888595
5831,11497958,K01422.05,34.1420506
5832,7516809,K03133.01,0.241842544
5833,6115516,K03134.01,0.865759153
5834,9758032,K03137.01,1.332035996
5835,6444896,K03138.01,8.68910764
5836,5640511,K03139.01,0.63624396
5837,7336093,K03143.01,4.4040248
5838,10196493,K03149.01,9.81101738
5839,11442793,K00351.05,8.71980135
5840,11442793,K00351.06,7.00821787
5841,7812455,K02881.01,0.903583394
5842,9520443,K02893.01,0.99014722
5843,10601465,K02902.01,138.6122771
5844,7461307,K02909.01,0.77359329
5845,7269881,K02916.01,0.306937807
5846,6974658,K02925.01,0.716531851
5847,10964265,K02934.01,0.637487312
5848,8672910,K00918.02,5.71489488
5849,3233043,K00966.02,7.76967007
5850,7269493,K01961.02,76.642481
5851,9634821,K02037.02,5.47715718
5852,8753896,K02473.02,73.45736853
5853,11074835,K02533.02,9.49361221
5854,10812504,K02570.02,4.4296786
5855,9827149,K02586.02,5.9703813
5856,9602613,K02612.02,7.57299816
5857,7584650,K02631.02,3.95383243
5858,9758089,K01871.02,32.376183
5859,10005758,K01783.02,284.063137
5860,9823564,K02940.01,129.683661
5861,9532424,K02941.01,4.30908594
5862,9950316,K02947.01,57.104588
5863,6028860,K02950.01,0.422015793
5864,6778019,K02953.01,0.945825494
5865,4571536,K02954.01,0.676715927
5866,10904004,K02957.01,4.64490141
5867,3336283,K02974.01,0.576441813
5868,1725415,K02988.01,2.43731228
5869,11304987,K02993.01,0.692693892
5870,11709423,K03001.01,0.768934934
5871,8758136,K03006.01,0.998212785
5872,12405333,K03009.01,0.764863517
5873,10617638,K03016.01,0.710894157
5874,12833566,K03024.01,0.537839241
5875,9153554,K03044.01,0.373684977
5876,8161830,K03046.01,1.10118564
5877,6461850,K03054.01,0.544962596
5878,7613246,K03062.01,0.769127296
5879,11551715,K03076.01,225.5679122
5880,2715695,K03077.01,4.09578199
5881,11442793,K00351.04,91.9401253
5882,6312171,K03079.01,92.57337995
5883,10665043,K03080.01,185.0097245
5884,12352520,K03094.01,4.5770016
5885,7455981,K03096.01,14.4540329
5886,7107561,K03100.01,0.812587678
5887,9605552,K03102.01,9.3210841
5888,11237332,K03103.01,19.3073774
5889,8669092,K00068.01,1.000840564
5890,5474613,K01599.02,13.6164547
5891,9823519,K02793.02,1.766789509
5892,2715695,K03077.02,7.55842923
5893,10587105,K00339.03,35.8656484
5894,8558011,K00577.02,0.638162933
5895,5281714,K05148.01,40.301684
5896,5283728,K05149.01,43.681309
5897,5303185,K05151.01,26.1537851
5898,5308777,K05152.01,0.944598153
5899,5364090,K05153.01,354.63284
5900,5370944,K05154.01,35.40103336
5901,5374838,K05155.01,230.180357
5902,6364143,K05272.01,5.2433865
5903,6364307,K05273.01,5.2435703
5904,6366559,K05274.01,55.7583803
5905,6367663,K05275.01,3.781123
5906,6368905,K05276.01,220.720142
5907,6369548,K05277.01,634.84739
5908,6372194,K05278.01,281.5921577
5909,6387557,K05279.01,103.722152
5910,3098843,K03376.01,29.9756697
5911,3958301,K03381.02,387.56519
5912,5353137,K03447.01,31.5073649
5913,4932689,K03453.01,18.1118457
5914,5294945,K03463.01,32.5474295
5915,7742408,K03478.01,33.4969115
5916,3968809,K05030.01,411.8969
5917,3970397,K05031.01,34.33339948
5918,3973549,K05032.01,1.389947459
5919,3974928,K05033.01,127.671711
5920,4058169,K05034.01,282.5363563
5921,4063943,K05035.01,115.2314507
5922,4071638,K05037.01,349.58811
5923,5390913,K05156.01,1.680254289
5924,5391911,K05157.01,0.782068488
5925,5394585,K05158.01,151.13008
5926,5397106,K05159.01,440.650872
5927,5425643,K05160.01,258.6379778
5928,5425908,K05161.01,289.7696114
5929,5428199,K05162.01,628.15844
5930,5436415,K05163.01,273.223848
5931,6387887,K05280.01,0.650701055
5932,6425377,K05281.01,263.90141
5933,6428602,K05282.01,59.742966
5934,6442735,K05283.01,18.7821603
5935,6443093,K05284.01,389.316341
5936,6447372,K05285.01,405.32064
5937,6461675,K05286.01,342.830882
5938,6509282,K05287.01,3.98916186
5939,8231667,K03494.01,42.8774169
5940,6697817,K03508.01,190.800788
